[471582    638119]
[554204    535718]
[611922    605941]
[631219    591695]
[633889    621072]
[630577    598751]
[687537    625974]
[644730    627769]
[633773    669038]
[627280    574802]
[631776    619636]
[636915    480823]
[680362    624006]
[621105    572388]
[617389    601083]
[683104    524364]
[560176    718058]
[630560    610806]
[617132    601464]
[636528    710588]
[593704    594782]
[703495    716756]
[655699    652507]
[634209    594980]
[589535    639518]
[694171    614446]
[573778    641167]
[644424    612520]
[723506    624868]
[698462    556517]
[624151    634551]
[695661    604521]
[593967    588297]
[657781    621826]
[689506    635550]
[648075    567153]
[622136    680576]
[592226    638772]
[630416    609858]
[571389    589866]
[647126    623480]
[627292    556777]
[615363    516165]
[626878    613319]
[617419    642222]
[628667    554291]
[628471    677352]
[721596    545792]
[638562    638882]
[623388    490120]
[669181    561285]
[504661    585764]
[662042    634119]
[619059    612266]
[591730    619087]
[555496    659051]
[629694    638195]
[585439    604573]
[568004    468159]
[572541    515979]
[663505    608306]
[692047    790896]
[630536    609816]
[753621    589256]
[585156    646852]
[618282    618142]
[629427    618502]
[627441    570230]
[642618    669366]
[647768    617591]
[645832    612506]
[659459    613158]
[610732    554795]
[589637    579063]
[697194    581805]
[631312    613850]
[661323    572240]
[635688    586825]
[708603    601648]
[668576    489476]
[647749    599934]
[620416    553616]
[575238    523469]
[580622    671022]
[637265    603154]
[617942    553950]
[823442    546262]
[563803    588931]
[630931    615329]
[639700    696146]
[498084    647508]
[611488    617618]
[619207    608556]
[513417    615486]
[631005    568715]
[626191    611801]
[640090    737031]
[593355    679976]
[712455    624363]
[620811    564089]
[647159    623981]
[621183    613649]
[628715    609644]
[552741    659761]
[612614    653567]
[672867    583314]
[633109    554789]
[601294    522777]
[705751    607434]
[636163    622112]
[620086    593858]
[642661    736391]
[675534    601915]
[646174    605208]
[718978    637655]
[630998    604253]
[628469    566089]
[579683    531091]
[566557    597340]
[635818    604903]
[621044    650431]
[712607    700924]
[656046    599782]
[679873    596471]
[587123    618944]
[636198    605661]
[642624    606397]
[629952    614586]
[625891    592969]
[637084    610109]
[576404    639174]
[677985    758571]
[568542    613033]
[641311    522002]
[668989    669303]
[673322    578381]
[665282    514255]
[613261    602549]
[602620    625303]
[625641    535256]
[696253    578864]
[589034    511694]
[622732    499283]
[620479    556321]
[606181    628049]
[557466    616443]
[637954    613645]
[626273    559499]
[661198    712715]
[630235    608699]
[705819    652691]
[623145    632158]
[601177    628047]
[680969    563098]
[617821    600769]
[638789    606063]
[637945    560192]
[679404    639589]
[640720    515021]
[676998    578847]
[670466    527034]
[597672    775123]
[600670    560447]
[629860    604495]
[776918    480890]
[633530    653884]
[569354    607302]
[571211    563943]
[680803    635033]
[649818    585422]
[630915    609593]
[582912    618946]
[650928    492888]
[634490    625112]
[697277    659994]
[641085    646867]
[538246    564042]
[640320    614573]
[664331    679953]
[623894    606318]
[611219    537536]
[628409    593886]
[484053    684241]
[638534    488453]
[572190    520448]
[732795    471241]
[656238    605495]
[587263    514501]
[644176    604595]
[696275    591617]
[633765    608676]
[536782    566322]
