[481142    633234]
[333271    493729]
[411317    479509]
[302482    463664]
[506074    648006]
[350977    624668]
[379156    510502]
[294830    519128]
[453998    550248]
[248547    508865]
[320810    519767]
[341581    488503]
[385289    453101]
[369275    526126]
[341734    367869]
[412077    584312]
[387573    507536]
[498728    524643]
[299134    274855]
[285907    274279]
[241604    274647]
[290005    275418]
[299253    275523]
[300428    269681]
[235364    276550]
[292790    279999]
[313339    273480]
[219401    281453]
[322150    271604]
[353377    275000]
[286677    277716]
[289274    276217]
[261785    274377]
[276711    281856]
[331789    280632]
[288179    274448]
[293387    272807]
[338833    270177]
[410890    278600]
[293693    277815]
[288134    274790]
[257578    272564]
[339096    269972]
[287373    276028]
[288665    271407]
[289307    272318]
[266006    272599]
[122027    279247]
[316573    268535]
[301852    270071]
[290640    274631]
[317035    273024]
[294211    273311]
[285663    278933]
[288951    275169]
[309269    278536]
[287388    279758]
[307277    273634]
[253770    272165]
[287812    276450]
[290725    274850]
[288395    276160]
[212798    276529]
[296995    282085]
[286716    275822]
[296259    277860]
[295166    268493]
[281723    276385]
[291777    273565]
[293033    272508]
[257015    279342]
[311681    273058]
[291287    276584]
[292784    278013]
[285722    282403]
[289399    274759]
[287991    269759]
[287705    273934]
[286687    274633]
[285773    273113]
[279728    280500]
[231657    282227]
[278805    268620]
[506497    272523]
[283183    272227]
[263605    280411]
[264565    273020]
[233299    278091]
[281767    279131]
[302952    275281]
[282951    282565]
[301796    268676]
[306883    275627]
[281331    272797]
[300825    274377]
[294334    274291]
[295682    271300]
[291170    272427]
[247947    278178]
[288593    276603]
[293163    279771]
[298239    280252]
[322121    277021]
[287659    275510]
[306681    281129]
[272768    272833]
[289026    275049]
[168096    282992]
[292248    279497]
[270279    274414]
[237278    277350]
[265378    282819]
[304890    271327]
[262328    269075]
[260064    279837]
[274185    276321]
[291043    281863]
[316331    269679]
[287162    281998]
[287010    282503]
[284513    280098]
[285521    275070]
[513565    270901]
[287417    275496]
[298017    270773]
[297667    279557]
[345423    275707]
[246236    277021]
[285030    278988]
[299821    278879]
[291188    280030]
[289824    276612]
[292463    270011]
[276301    268652]
[332810    268261]
[285510    275140]
[282211    270000]
[286969    275333]
[302378    269422]
[236410    279062]
[166387    278154]
[296362    269049]
[356967    268021]
[268916    278029]
[293725    281216]
[295381    276851]
[376066    276711]
[284178    270241]
[268634    278915]
[304688    269144]
[290962    273490]
[269365    283375]
[343540    273772]
[329217    274592]
[291290    277874]
[346965    271937]
[283153    268215]
[289131    275573]
[259028    279428]
[284891    280219]
[286571    268516]
[275730    282254]
[259855    276135]
[291910    272452]
[305635    277720]
[292611    277526]
[117738    279945]
[280566    270818]
[291408    268323]
[268630    270829]
[289249    277997]
[288315    277194]
[269656    269546]
[288609    272271]
[293325    269994]
[304572    270872]
[292380    271371]
[294247    278917]
[285678    272268]
[301392    274819]
[257310    276410]
[286433    276635]
[299964    272534]
[282134    281698]
[323595    273627]
[283957    280633]
[316029    270221]
[292821    278699]
[280220    276259]
[299285    276734]
[281028    278064]
[374513    279976]
[288114    274910]
[274694    282365]
[288100    276163]
[289436    268735]
[287737    274736]
[290520    274781]
[287512    282553]
[224685    279254]
[299231    277903]
[348925    279020]
[366302    278416]
[289506    275448]
[203355    270473]
[291343    278196]
[406895    268743]
[280254    282053]
[287157    273778]
[303720    272717]
[315045    273404]
[319780    281991]
[286454    281273]
[281887    270978]
[266924    277145]
[289501    277800]
[286054    278175]
[268156    271966]
[288835    275740]
[292578    277222]
[284687    279666]
[288961    268728]
[320860    282242]
[366781    278852]
[289856    275939]
[285364    281420]
[318065    274962]
[274732    282721]
[288465    275750]
[299053    277964]
[282284    272183]
[326790    281328]
[295194    270215]
[292087    272874]
[284099    278828]
[262530    281955]
[307505    273877]
[287100    273980]
[316050    274451]
[288647    273588]
[262989    271075]
[307831    274164]
[245714    271866]
[270052    276051]
[292814    272264]
[196183    277668]
[310341    273075]
[308319    280423]
[304314    268156]
[288246    275558]
[340121    270958]
[286585    278293]
[292719    276391]
[290585    273300]
[405950    266467]
[302252    270642]
[286890    277908]
[309037    270386]
[303585    268740]
[287727    276133]
[301444    270320]
[296996    270743]
[287703    276313]
[286018    275195]
[287597    274164]
[291521    278765]
[304702    279314]
[266070    271303]
[251305    274739]
[224937    271378]
[288257    274154]
[238554    276511]
[469826    265876]
[295718    281059]
[280924    280643]
[292542    268644]
[326485    274914]
[252896    281940]
[196891    284230]
[288013    275423]
[291583    269535]
[274122    270251]
[324166    274871]
[290562    270551]
[289070    275000]
[286063    273929]
[293783    270528]
[219182    270556]
[368439    272109]
[287029    274224]
[290516    276536]
[290378    270801]
[283921    281611]
[286346    274245]
[288646    275547]
[214994    276779]
[284477    276260]
[265454    274804]
[289446    277246]
[263655    278645]
[295209    273327]
[142214    273580]
[352961    268448]
[278709    280678]
[287706    274897]
[337512    274016]
[289070    278105]
[295182    279819]
[291984    278755]
[216868    279152]
[284120    273704]
[273640    273459]
[312916    268864]
[274491    273538]
[300417    280692]
[284942    282117]
[340928    280088]
[392990    280017]
[280735    272084]
[285485    275845]
[271997    276324]
[278122    270625]
[369378    275818]
[298171    271176]
[284660    272827]
[258011    276823]
[309493    269952]
[295332    281306]
[369414    278554]
[281223    269999]
[350878    267878]
[288290    275048]
[252881    272563]
[289100    271736]
[476565    272605]
[312010    268037]
[287850    274547]
[277258    278355]
[295946    268176]
[288835    278601]
[398718    269306]
[278602    276777]
[288536    274633]
[236397    273066]
[290479    277205]
[135383    277657]
[291523    281265]
[286548    279368]
[286058    275851]
[282147    275715]
[328572    272912]
[297628    269615]
[298686    273282]
[283393    275519]
[326735    274127]
[292892    275029]
[299133    278409]
[286273    275090]
[255021    281608]
[346167    268174]
[288299    275557]
[283908    271277]
[336752    639547]
[399497    712179]
[463746    632898]
[577844    634244]
[475475    591284]
[571279    694493]
[457552    678055]
[669008    619609]
[404005    704300]
[461989    614213]
[589187    629534]
[506840    699708]
[532166    594103]
[465697    623269]
[552708    671247]
[485788    613123]
[469704    648200]
[233851    622248]
[528918    559950]
[492604    656040]
[478818    637145]
[469372    628133]
[435740    597196]
[496938    546498]
[501097    661538]
[438824    673121]
[312081    650566]
[437687    578571]
[509713    688548]
[455575    641879]
[407162    630404]
[400481    697281]
[405975    671515]
[484580    636690]
[529859    601535]
[522434    563759]
[480604    655498]
[355222    747510]
[472938    657860]
[438476    580003]
[549766    642782]
[583515    697859]
[496287    719934]
[368568    611961]
[442645    621828]
[466309    685166]
[506719    533901]
[432825    604275]
[453760    633156]
[408616    693619]
[403682    736079]
[474226    681936]
[425106    692878]
[442279    659455]
[483411    615431]
[519483    664060]
[482577    642286]
[432019    633039]
[481793    595804]
[420542    649675]
[434325    667337]
[405585    541932]
[476058    640441]
[421809    629456]
[557239    535273]
[309267    672305]
[241281    603117]
[395797    651013]
[461089    638117]
[437755    682350]
[464018    633185]
[435393    652403]
[459102    630450]
[571015    607608]
[482450    680610]
[392965    625385]
[461501    636274]
[383835    623028]
[446131    628697]
[452079    707740]
[459991    579713]
[431586    637794]
[490732    597428]
[514777    585419]
[444997    623787]
