[838334    454336]
[251214    781864]
[436352    749800]
[323870    725571]
[344276    784744]
[339475    766522]
[360757    776085]
[319179    872555]
[372498    818024]
[337352    766807]
[335340    753871]
[321433    764514]
[256670    680965]
[334983    770183]
[330497    830234]
[337331    766646]
[338850    769116]
[295535    793164]
[332989    752606]
[327270    844822]
[332673    766866]
[294841    723085]
[344744    754213]
[375488    760828]
[355728    700289]
[286646    802691]
[367871    757420]
[288222    707014]
[383213    856476]
[387455    812731]
[351526    777412]
[381459    779691]
[352657    765184]
[333308    723602]
[339561    764293]
[337154    773873]
[351276    732030]
[402076    640063]
[337393    788989]
[322096    748245]
[245918    796793]
[347773    768517]
[376596    730991]
[410868    722515]
[417320    887671]
[266582    700362]
[319913    623717]
[380648    755867]
[376692    747551]
[192525    705515]
[338538    762384]
[388048    775014]
[361373    713920]
[327819    757340]
[342486    712916]
[335691    812275]
[339820    768235]
[375864    743508]
[354754    706259]
[377259    876455]
[415349    800504]
[353023    728989]
[333260    777654]
[318837    780000]
[339384    767935]
[293549    743706]
[374888    849295]
[354038    762552]
[346203    757151]
[385075    739768]
[342160    869756]
[347518    737493]
[344088    809292]
[347494    748696]
[413356    755310]
[340112    784074]
[358018    773902]
[203047    781822]
[328257    713104]
[293637    787835]
[295866    757519]
[312461    769842]
[352537    720620]
[351828    788014]
[356534    602783]
[330877    787528]
[361183    815996]
[339922    745595]
[362522    695598]
[356310    756195]
[426048    765736]
[340827    781884]
[341314    770888]
[355506    760219]
[341053    774802]
[401726    762696]
[281326    748242]
[325647    702766]
[318474    767898]
[387922    734461]
[341710    771458]
[338855    870413]
[401394    809442]
[312975    771492]
[332795    806280]
[350450    760389]
[215432    901172]
[347258    768621]
[377543    783649]
[311045    703174]
[412603    782990]
[338413    768535]
[389722    807953]
[341852    769728]
[288972    823270]
[333886    809900]
[345252    792233]
[416542    768872]
[312646    683835]
[274758    814504]
[326038    799594]
[333508    766977]
[243008    731537]
[282899    782209]
[340472    778615]
[328233    756845]
[367643    661190]
[344023    762757]
[404673    834197]
[368919    886789]
[354373    722590]
[375813    862251]
[405965    814447]
[334570    796264]
[323218    816241]
[361355    849912]
[188957    774053]
[274750    759508]
[368503    755875]
[377202    861356]
[318760    832545]
[252218    724095]
[389390    776292]
[363279    884479]
[317335    872647]
[437104    735378]
[310252    647306]
[310794    720512]
[434796    679860]
[258349    843042]
[336650    791627]
[439131    789893]
[365373    790916]
[359100    770101]
[338840    768358]
[287351    756126]
[331637    845010]
[334778    767838]
[349816    749983]
[342307    816230]
[310594    781190]
[429132    793284]
[288111    747291]
[352776    794563]
[388702    853355]
[359754    739678]
[310666    794425]
[333813    811279]
[343737    797333]
[330703    770342]
[322216    772782]
[257400    858267]
[263856    831239]
[345300    674898]
[313931    771900]
[355740    765564]
[368338    772516]
[395214    766350]
[325345    775176]
[276933    735965]
[481496    837105]
[401738    821984]
[333319    754582]
[384475    663045]
[350922    745052]
[427699    793830]
[354389    777151]
[304814    726267]
[327954    744825]
[255660    711620]
[431845    759463]
[341657    722211]
[304897    757316]
[331956    838487]
[339424    748086]
[401212    778857]
[312131    779395]
[391974    777400]
[356768    815956]
[346928    749351]
[368884    663243]
[356546    672919]
[338126    773418]
[325242    711972]
[434023    720618]
[349202    772624]
[262857    732247]
[289524    765791]
[256399    768787]
[405094    887315]
[340328    733712]
[212839    799410]
[350832    773204]
[345523    749235]
[353828    773488]
[411679    765620]
[339162    754204]
[437815    811589]
[324202    756632]
[314404    739541]
[663479    294764]
[704752    149529]
[687864    334314]
[725975    419132]
[640290    150801]
[462684    249848]
[654544    299302]
[684563    161151]
[666831    234273]
[631259    250371]
[625738    214440]
[692924    364300]
[659348    249719]
[634541    371495]
[670244    228785]
[790219    318519]
[682763    238056]
[661501    241447]
[687755    166696]
[579229    264525]
[636214    199566]
[697168    356351]
[685013    245995]
[722393    204056]
[634085    357560]
[748632    303210]
[813013    239286]
[768845    196273]
[636720    175021]
[760099    205482]
[608336    287007]
[580690    341261]
[691945    197801]
[646032    294629]
[645066    239339]
[665604    247847]
[573838    130578]
[657941    251951]
[482467    261571]
[637015    194451]
[797132    207327]
[661727    201322]
[573047    145317]
[677014    231981]
[644303    206376]
[616123    394891]
[778497    196877]
[586211    302205]
[695564    259693]
[599394    236126]
[659909    230953]
[663644    258401]
[747290    285494]
[626643    302818]
[743247    227863]
[679884    240328]
[618981    180196]
[627769    230116]
[643612    241919]
[679599    169245]
[692698    173011]
[649722    257715]
[675641    248576]
[661739    250605]
[707368    262913]
[768692    312201]
[690271    233373]
[543978     97674]
[662803    316064]
[638618    331724]
[530945    346790]
[685605    143450]
[586580    196686]
[724710    214863]
[722724    152849]
[675103    234137]
[630204    191677]
[703638    291576]
[566781    253201]
[666139    287601]
[644816    220259]
[700326    215303]
[629644    224460]
[675365    283731]
[698945    409710]
[615725    299612]
[642217    202603]
[575437    163916]
[640801    214345]
[697907    254091]
[610401    263571]
[769962    204961]
[717196    294959]
[661631    203655]
[650189    141059]
[723822    164806]
[712436    266489]
[680187    231984]
[609628    293600]
[706769    179481]
[623527    261637]
[648772    257580]
[665366    229143]
[657479    298270]
[675810    220448]
[801313    231471]
[701750    159771]
[687988    236756]
[704998    220269]
[661872    303218]
[812335    145881]
