[682875    748848]
[804283    573455]
[714006    689522]
[845802    575975]
[789409    617921]
[740465    761254]
[688026    624499]
[658894    700762]
[792194    649882]
[789279    640603]
[763126    654167]
[787362    719992]
[814712    604796]
[826882    659949]
[823417    520369]
[799721    742000]
[617043    616855]
[768034    648051]
[799673    678375]
[795850    672186]
[785431    660382]
[754439    625637]
[777575    671849]
[654709    546502]
[903958    600721]
[747593    611162]
[856713    703334]
[818944    663004]
[851760    648655]
[843279    627319]
[737536    714588]
[687123    520250]
[691396    729656]
[862249    702911]
[797739    674392]
[824742    612634]
[874431    728151]
[745039    588122]
[773806    548339]
[680998    604977]
[760778    657818]
[748344    616308]
[795943    669189]
[619687    530584]
[758040    673319]
[654079    602891]
[755609    637855]
[810423    738586]
[817306    754565]
[748700    632426]
[794082    580741]
[644471    628797]
[825749    632692]
[754435    654133]
[770616    492112]
[869346    685849]
[744130    672757]
[737077    607203]
[689235    727046]
[942327    648450]
[799689    620328]
[771034    634736]
[699907    596579]
[821038    809021]
[715925    652944]
[765346    639831]
[709480    515734]
[642590    546661]
[731202    571459]
[722079    692729]
[708254    646655]
[831823    650401]
[770643    661104]
[772714    639611]
[765024    667410]
[730748    692360]
[756099    638326]
[850439    617485]
[763054    536829]
[672460    633204]
[786976    812041]
[758948    638248]
[766239    664712]
[677960    564746]
[713464    636603]
[816670    661729]
[761223    662772]
[748620    644866]
[778627    625144]
[830231    619822]
[651723    581835]
[762178    670470]
[785862    700887]
[788334    640263]
[734086    676695]
[780533    679042]
[842363    678292]
[817960    654930]
[706125    599114]
[807130    643583]
[745537    649889]
[832854    614692]
[819856    702275]
[770570    642588]
[799127    657202]
[838723    663618]
[745450    628468]
[822604    641488]
[829126    655522]
[668286    771804]
[731102    684738]
[716829    613746]
[702680    675943]
[690111    679739]
[730856    713582]
[687957    704870]
[770062    745566]
[779582    666852]
[743697    776555]
[877495    631868]
[790196    606516]
[789438    517017]
[773731    714556]
[780321    664448]
[777744    677676]
[722556    561123]
[805948    591815]
[795052    576603]
[683137    710832]
[767081    638670]
[666146    731650]
[851441    729791]
[724659    642275]
[682546    582599]
[801163    647326]
[764390    632940]
[854345    658560]
[797918    672507]
[838870    645345]
[638862    551323]
[669896    664351]
[807122    580296]
[790952    645819]
[772551    649873]
[737728    630596]
[764572    660832]
[655232    641407]
